2.000000	1.000000	38.500000	54.000000	20.000000	0.000000	1.000000	2.000000	2.000000	3.000000	4.000000	1.000000	2.000000	2.000000	5.900000	0.000000	2.000000	42.000000	6.300000	0.000000	0.000000	1.000000
2.000000	1.000000	37.600000	48.000000	36.000000	0.000000	0.000000	1.000000	1.000000	0.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.000000	6.300000	1.000000	5.000000	1.000000
1.000000	1.000000	37.700000	44.000000	28.000000	0.000000	4.000000	3.000000	2.000000	5.000000	4.000000	4.000000	1.000000	1.000000	0.000000	3.000000	5.000000	45.000000	70.000000	3.000000	2.000000	1.000000
1.000000	1.000000	37.000000	56.000000	24.000000	3.000000	1.000000	4.000000	2.000000	4.000000	4.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	35.000000	61.000000	3.000000	2.000000	-1.000000
2.000000	1.000000	38.000000	42.000000	12.000000	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	2.000000	37.000000	5.800000	0.000000	0.000000	1.000000
1.000000	1.000000	0.000000	60.000000	40.000000	3.000000	0.000000	1.000000	1.000000	0.000000	4.000000	0.000000	3.000000	2.000000	0.000000	0.000000	5.000000	42.000000	72.000000	0.000000	0.000000	1.000000
2.000000	1.000000	38.400000	80.000000	60.000000	3.000000	2.000000	2.000000	1.000000	3.000000	2.000000	1.000000	2.000000	2.000000	0.000000	1.000000	1.000000	54.000000	6.900000	0.000000	0.000000	1.000000
2.000000	1.000000	37.800000	48.000000	12.000000	2.000000	1.000000	2.000000	1.000000	3.000000	0.000000	1.000000	2.000000	0.000000	0.000000	2.000000	0.000000	48.000000	7.300000	1.000000	0.000000	1.000000
2.000000	1.000000	37.900000	45.000000	36.000000	3.000000	3.000000	3.000000	2.000000	2.000000	3.000000	1.000000	2.000000	1.000000	0.000000	3.000000	0.000000	33.000000	5.700000	3.000000	0.000000	1.000000
2.000000	1.000000	39.000000	84.000000	12.000000	3.000000	1.000000	5.000000	1.000000	2.000000	4.000000	2.000000	1.000000	2.000000	7.000000	0.000000	4.000000	62.000000	5.900000	2.000000	2.200000	-1.000000
2.000000	1.000000	38.200000	60.000000	24.000000	3.000000	1.000000	3.000000	2.000000	3.000000	3.000000	2.000000	3.000000	3.000000	0.000000	4.000000	4.000000	53.000000	7.500000	2.000000	1.400000	1.000000
1.000000	1.000000	0.000000	140.000000	0.000000	0.000000	0.000000	4.000000	2.000000	5.000000	4.000000	4.000000	1.000000	1.000000	0.000000	0.000000	5.000000	30.000000	69.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	37.900000	120.000000	60.000000	3.000000	3.000000	3.000000	1.000000	5.000000	4.000000	4.000000	2.000000	2.000000	7.500000	4.000000	5.000000	52.000000	6.600000	3.000000	1.800000	-1.000000
2.000000	1.000000	38.000000	72.000000	36.000000	1.000000	1.000000	3.000000	1.000000	3.000000	0.000000	2.000000	2.000000	1.000000	0.000000	3.000000	5.000000	38.000000	6.800000	2.000000	2.000000	1.000000
2.000000	9.000000	38.000000	92.000000	28.000000	1.000000	1.000000	2.000000	1.000000	1.000000	3.000000	2.000000	3.000000	0.000000	7.200000	0.000000	0.000000	37.000000	6.100000	1.000000	1.100000	1.000000
1.000000	1.000000	38.300000	66.000000	30.000000	2.000000	3.000000	1.000000	1.000000	2.000000	4.000000	3.000000	3.000000	2.000000	8.500000	4.000000	5.000000	37.000000	6.000000	0.000000	0.000000	1.000000
2.000000	1.000000	37.500000	48.000000	24.000000	3.000000	1.000000	1.000000	1.000000	2.000000	1.000000	0.000000	1.000000	1.000000	0.000000	3.000000	2.000000	43.000000	6.000000	1.000000	2.800000	1.000000
1.000000	1.000000	37.500000	88.000000	20.000000	2.000000	3.000000	3.000000	1.000000	4.000000	3.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	35.000000	6.400000	1.000000	0.000000	-1.000000
2.000000	9.000000	0.000000	150.000000	60.000000	4.000000	4.000000	4.000000	2.000000	5.000000	4.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	39.700000	100.000000	30.000000	0.000000	0.000000	6.000000	2.000000	4.000000	4.000000	3.000000	1.000000	0.000000	0.000000	4.000000	5.000000	65.000000	75.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	38.300000	80.000000	0.000000	3.000000	3.000000	4.000000	2.000000	5.000000	4.000000	3.000000	2.000000	1.000000	0.000000	4.000000	4.000000	45.000000	7.500000	2.000000	4.600000	1.000000
2.000000	1.000000	37.500000	40.000000	32.000000	3.000000	1.000000	3.000000	1.000000	3.000000	2.000000	3.000000	2.000000	1.000000	0.000000	0.000000	5.000000	32.000000	6.400000	1.000000	1.100000	1.000000
1.000000	1.000000	38.400000	84.000000	30.000000	3.000000	1.000000	5.000000	2.000000	4.000000	3.000000	3.000000	2.000000	3.000000	6.500000	4.000000	4.000000	47.000000	7.500000	3.000000	0.000000	-1.000000
1.000000	1.000000	38.100000	84.000000	44.000000	4.000000	0.000000	4.000000	2.000000	5.000000	3.000000	1.000000	1.000000	3.000000	5.000000	0.000000	4.000000	60.000000	6.800000	0.000000	5.700000	-1.000000
2.000000	1.000000	38.700000	52.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3.000000	4.000000	74.000000	0.000000	0.000000	1.000000
2.000000	1.000000	38.100000	44.000000	40.000000	2.000000	1.000000	3.000000	1.000000	3.000000	3.000000	1.000000	0.000000	0.000000	0.000000	1.000000	3.000000	35.000000	6.800000	0.000000	0.000000	1.000000
2.000000	1.000000	38.400000	52.000000	20.000000	2.000000	1.000000	3.000000	1.000000	1.000000	3.000000	2.000000	2.000000	1.000000	0.000000	3.000000	5.000000	41.000000	63.000000	1.000000	1.000000	1.000000
1.000000	1.000000	38.200000	60.000000	0.000000	1.000000	0.000000	3.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	0.000000	4.000000	4.000000	43.000000	6.200000	2.000000	3.900000	1.000000
2.000000	1.000000	37.700000	40.000000	18.000000	1.000000	1.000000	1.000000	0.000000	3.000000	2.000000	1.000000	1.000000	1.000000	0.000000	3.000000	3.000000	36.000000	3.500000	0.000000	0.000000	1.000000
1.000000	1.000000	39.100000	60.000000	10.000000	0.000000	1.000000	1.000000	0.000000	2.000000	3.000000	0.000000	0.000000	0.000000	0.000000	4.000000	4.000000	0.000000	0.000000	0.000000	0.000000	1.000000
2.000000	1.000000	37.800000	48.000000	16.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	1.000000	2.000000	1.000000	0.000000	4.000000	3.000000	43.000000	7.500000	0.000000	0.000000	1.000000
1.000000	1.000000	39.000000	120.000000	0.000000	4.000000	3.000000	5.000000	2.000000	2.000000	4.000000	3.000000	2.000000	3.000000	8.000000	0.000000	0.000000	65.000000	8.200000	3.000000	4.600000	1.000000
1.000000	1.000000	38.200000	76.000000	0.000000	2.000000	3.000000	2.000000	1.000000	5.000000	3.000000	3.000000	1.000000	2.000000	6.000000	1.000000	5.000000	35.000000	6.500000	2.000000	0.900000	1.000000
2.000000	1.000000	38.300000	88.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	38.000000	80.000000	30.000000	3.000000	3.000000	3.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.000000	0.000000	0.000000	48.000000	8.300000	0.000000	4.300000	1.000000
1.000000	1.000000	0.000000	0.000000	0.000000	3.000000	1.000000	1.000000	1.000000	2.000000	3.000000	3.000000	1.000000	3.000000	6.000000	4.000000	4.000000	0.000000	0.000000	2.000000	0.000000	-1.000000
1.000000	1.000000	37.600000	40.000000	0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	2.000000	2.100000	1.000000
2.000000	1.000000	37.500000	44.000000	0.000000	1.000000	1.000000	1.000000	1.000000	3.000000	3.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.000000	5.800000	2.000000	1.400000	1.000000
2.000000	1.000000	38.200000	42.000000	16.000000	1.000000	1.000000	3.000000	1.000000	1.000000	3.000000	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	35.000000	60.000000	1.000000	1.000000	1.000000
2.000000	1.000000	38.000000	56.000000	44.000000	3.000000	3.000000	3.000000	0.000000	0.000000	1.000000	1.000000	2.000000	1.000000	0.000000	4.000000	0.000000	47.000000	70.000000	2.000000	1.000000	1.000000
2.000000	1.000000	38.300000	45.000000	20.000000	3.000000	3.000000	2.000000	2.000000	2.000000	4.000000	1.000000	2.000000	0.000000	0.000000	4.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
1.000000	1.000000	0.000000	48.000000	96.000000	1.000000	1.000000	3.000000	1.000000	0.000000	4.000000	1.000000	2.000000	1.000000	0.000000	1.000000	4.000000	42.000000	8.000000	1.000000	0.000000	1.000000
1.000000	1.000000	37.700000	55.000000	28.000000	2.000000	1.000000	2.000000	1.000000	2.000000	3.000000	3.000000	0.000000	3.000000	5.000000	4.000000	5.000000	0.000000	0.000000	0.000000	0.000000	1.000000
2.000000	1.000000	36.000000	100.000000	20.000000	4.000000	3.000000	6.000000	2.000000	2.000000	4.000000	3.000000	1.000000	1.000000	0.000000	4.000000	5.000000	74.000000	5.700000	2.000000	2.500000	-1.000000
1.000000	1.000000	37.100000	60.000000	20.000000	2.000000	0.000000	4.000000	1.000000	3.000000	0.000000	3.000000	0.000000	2.000000	5.000000	3.000000	4.000000	64.000000	8.500000	2.000000	0.000000	1.000000
2.000000	1.000000	37.100000	114.000000	40.000000	3.000000	0.000000	3.000000	2.000000	2.000000	2.000000	1.000000	0.000000	0.000000	0.000000	0.000000	3.000000	32.000000	0.000000	3.000000	6.500000	1.000000
1.000000	1.000000	38.100000	72.000000	30.000000	3.000000	3.000000	3.000000	1.000000	4.000000	4.000000	3.000000	2.000000	1.000000	0.000000	3.000000	5.000000	37.000000	56.000000	3.000000	1.000000	1.000000
1.000000	1.000000	37.000000	44.000000	12.000000	3.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	4.000000	2.000000	40.000000	6.700000	3.000000	8.000000	1.000000
1.000000	1.000000	38.600000	48.000000	20.000000	3.000000	1.000000	1.000000	1.000000	4.000000	3.000000	1.000000	0.000000	0.000000	0.000000	3.000000	0.000000	37.000000	75.000000	0.000000	0.000000	1.000000
1.000000	1.000000	0.000000	82.000000	72.000000	3.000000	1.000000	4.000000	1.000000	2.000000	3.000000	3.000000	0.000000	3.000000	0.000000	4.000000	4.000000	53.000000	65.000000	3.000000	2.000000	-1.000000
1.000000	9.000000	38.200000	78.000000	60.000000	4.000000	4.000000	6.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	0.000000	1.000000	0.000000	59.000000	5.800000	3.000000	3.100000	-1.000000
2.000000	1.000000	37.800000	60.000000	16.000000	1.000000	1.000000	3.000000	1.000000	2.000000	3.000000	2.000000	1.000000	2.000000	0.000000	3.000000	0.000000	41.000000	73.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	38.700000	34.000000	30.000000	2.000000	0.000000	3.000000	1.000000	2.000000	3.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.000000	69.000000	0.000000	2.000000	-1.000000
1.000000	1.000000	0.000000	36.000000	12.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	1.000000	1.000000	1.000000	0.000000	1.000000	5.000000	44.000000	0.000000	0.000000	0.000000	1.000000
2.000000	1.000000	38.300000	44.000000	60.000000	0.000000	0.000000	1.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.400000	36.000000	0.000000	0.000000	1.000000
2.000000	1.000000	37.400000	54.000000	18.000000	3.000000	0.000000	1.000000	1.000000	3.000000	4.000000	3.000000	2.000000	2.000000	0.000000	4.000000	5.000000	30.000000	7.100000	2.000000	0.000000	1.000000
1.000000	1.000000	0.000000	0.000000	0.000000	4.000000	3.000000	0.000000	2.000000	2.000000	4.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	54.000000	76.000000	3.000000	2.000000	1.000000
1.000000	1.000000	36.600000	48.000000	16.000000	3.000000	1.000000	3.000000	1.000000	4.000000	1.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	27.000000	56.000000	0.000000	0.000000	-1.000000
1.000000	1.000000	38.500000	90.000000	0.000000	1.000000	1.000000	3.000000	1.000000	3.000000	3.000000	3.000000	2.000000	3.000000	2.000000	4.000000	5.000000	47.000000	79.000000	0.000000	0.000000	1.000000
1.000000	1.000000	0.000000	75.000000	12.000000	1.000000	1.000000	4.000000	1.000000	5.000000	3.000000	3.000000	0.000000	3.000000	5.800000	0.000000	0.000000	58.000000	8.500000	1.000000	0.000000	1.000000
2.000000	1.000000	38.200000	42.000000	0.000000	3.000000	1.000000	1.000000	1.000000	1.000000	1.000000	2.000000	2.000000	1.000000	0.000000	3.000000	2.000000	35.000000	5.900000	2.000000	0.000000	1.000000
1.000000	9.000000	38.200000	78.000000	60.000000	4.000000	4.000000	6.000000	0.000000	3.000000	3.000000	3.000000	0.000000	0.000000	0.000000	1.000000	0.000000	59.000000	5.800000	3.000000	3.100000	-1.000000
2.000000	1.000000	38.600000	60.000000	30.000000	1.000000	1.000000	3.000000	1.000000	4.000000	2.000000	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	40.000000	6.000000	1.000000	0.000000	1.000000
2.000000	1.000000	37.800000	42.000000	40.000000	1.000000	1.000000	1.000000	1.000000	1.000000	3.000000	1.000000	0.000000	0.000000	0.000000	3.000000	3.000000	36.000000	6.200000	0.000000	0.000000	1.000000
1.000000	1.000000	38.000000	60.000000	12.000000	1.000000	1.000000	2.000000	1.000000	2.000000	1.000000	1.000000	1.000000	1.000000	0.000000	1.000000	4.000000	44.000000	65.000000	3.000000	2.000000	-1.000000
