0.365032	2.465645	-1.000000	
-2.494175	-0.292380	-1.000000	
-3.039364	-0.123108	-1.000000	
1.348150	0.255696	1.000000	
2.768494	1.234954	1.000000	
1.232328	-0.601198	1.000000	
4.404247	3.393022	1.000000	
0.697004	-2.009448	1.000000	
-3.373117	-0.713336	-1.000000	
2.723211	0.775903	1.000000	
2.901695	1.707367	1.000000	
-1.829946	0.607276	-1.000000	
1.472144	-0.388337	1.000000	
-1.032174	1.591800	-1.000000	
-2.419741	-0.226650	-1.000000	
1.336037	2.564594	-1.000000	
-1.503680	1.256279	-1.000000	
4.375646	2.089091	1.000000	
-2.618399	-0.145791	-1.000000	
0.175550	2.171503	-1.000000	
-1.813659	0.861575	-1.000000	
1.365379	-2.079521	1.000000	
1.132693	-1.134835	1.000000	
-1.909842	-0.203375	-1.000000	
2.083515	-0.123439	1.000000	
-2.942829	-0.263256	-1.000000	
-0.550709	2.932391	-1.000000	
2.345072	-0.738737	1.000000	
-2.812098	0.556459	-1.000000	
-0.517398	0.162645	-1.000000	
-2.462396	0.010699	-1.000000	
2.560602	-0.591844	1.000000	
-2.232060	-1.372427	-1.000000	
-0.228876	-3.268298	1.000000	
3.941297	2.489183	1.000000	
-2.858850	-1.349790	-1.000000	
2.421014	-0.355223	1.000000	
-1.112512	1.194459	-1.000000	
-2.596897	-1.137791	-1.000000	
2.238589	1.900233	1.000000	
2.180268	1.177119	1.000000	
-2.674983	-0.522555	-1.000000	
-1.070534	-0.269203	-1.000000	
0.634596	-1.968924	1.000000	
-3.056496	-2.411444	-1.000000	
-3.125469	-2.560011	-1.000000	
-2.015606	0.258282	-1.000000	
-1.742318	0.888477	-1.000000	
1.321158	-0.087550	1.000000	
0.931512	-1.726051	1.000000	
-0.215167	1.522793	-1.000000	
2.346521	0.316568	1.000000	
2.138992	1.315335	1.000000	
-3.631578	-1.493405	-1.000000	
-0.713435	1.015818	-1.000000	
-2.963170	-0.128725	-1.000000	
-0.911295	1.120257	-1.000000	
1.823362	1.383358	1.000000	
3.912515	1.761468	1.000000	
-3.142532	-1.332066	-1.000000	
4.106318	2.468945	1.000000	
